Element Type,Element Name,Description,Identifier,Data Type
Field,subtotalPrice,"Subtotal of the line items and their discounts (does not contain shipping charges or shipping discounts, or taxes).
","Type: , Field: subtotalPrice",#<GraphQL::Schema::NonNull:0x000000010693d008>
Field,subtotalPriceSet,"Subtotal of the line items and their discounts (does not contain shipping charges or shipping discounts, or taxes).","Type: , Field: subtotalPriceSet",#<GraphQL::Schema::NonNull:0x00000001068fcbe8>
Field,taxLines,Total amount of taxes charged for each line item and shipping line.,"Type: , Field: taxLines",#<GraphQL::Schema::NonNull:0x00000001068f93f8>
Field,totalDiscountsSet,Total discounts for this draft order.,"Type: , Field: totalDiscountsSet",#<GraphQL::Schema::NonNull:0x00000001068fcbe8>
Field,totalLineItemsPriceSet,Total price of line items for this draft order.,"Type: , Field: totalLineItemsPriceSet",#<GraphQL::Schema::NonNull:0x00000001068fcbe8>
Field,totalPrice,"Total amount of the draft order (includes taxes, shipping charges, and discounts).","Type: , Field: totalPrice",#<GraphQL::Schema::NonNull:0x000000010693d008>
Field,totalPriceSet,"Total amount of the draft order(includes taxes, shipping charges, and discounts).","Type: , Field: totalPriceSet",#<GraphQL::Schema::NonNull:0x00000001068fcbe8>
Field,totalShippingPrice,Total shipping charge for the draft order.,"Type: , Field: totalShippingPrice",#<GraphQL::Schema::NonNull:0x000000010693d008>
Field,totalShippingPriceSet,Total shipping charge for the draft order.,"Type: , Field: totalShippingPriceSet",#<GraphQL::Schema::NonNull:0x00000001068fcbe8>
Field,totalTax,Total amount of taxes for the draft order.,"Type: , Field: totalTax",#<GraphQL::Schema::NonNull:0x000000010693d008>
Field,totalTaxSet,Total amount of taxes for the draft order.,"Type: , Field: totalTaxSet",#<GraphQL::Schema::NonNull:0x00000001068fcbe8>
Type,,The computed line items for a draft order.,Type: ,N/A
Field,appliedDiscount,The discount applied to the line item.,"Type: , Field: appliedDiscount",#<Class:0x000000010557c640>
Field,custom,Whether the line item is a custom line item (`true`) or a product variant line item (`false`).,"Type: , Field: custom",#<GraphQL::Schema::NonNull:0x0000000104cd8c28>
Field,customAttributes,A list of attributes that represent custom features or special requests.,"Type: , Field: customAttributes",#<GraphQL::Schema::NonNull:0x0000000104cd8958>
Field,customAttributesV2,Additional information (metafields) about the line item with the associated types.,"Type: , Field: customAttributesV2",#<GraphQL::Schema::NonNull:0x000000010693cba8>
Field,discountedTotal,Total price with discounts applied.,"Type: , Field: discountedTotal",#<GraphQL::Schema::NonNull:0x00000001068f67c0>
Field,discountedTotalSet,The total price with discounts applied.,"Type: , Field: discountedTotalSet",#<GraphQL::Schema::NonNull:0x00000001068fcbe8>
Field,discountedUnitPrice,The unit price with discounts applied.,"Type: , Field: discountedUnitPrice",#<GraphQL::Schema::NonNull:0x00000001068f67c0>
Field,discountedUnitPriceSet,Unit price with discounts applied.,"Type: , Field: discountedUnitPriceSet",#<GraphQL::Schema::NonNull:0x00000001068fcbe8>
Field,fulfillmentService,"Name of the service provider who fulfilled the order.

Valid values are either **manual** or the name of the provider.
For example, **amazon**, **shipwire**.

Deleted fulfillment services will return null.
","Type: , Field: fulfillmentService",#<Class:0x00000001059f3520>
Field,image,The image associated with the draft order line item.,"Type: , Field: image",#<Class:0x0000000105a52b38>
Field,isGiftCard,Whether the line item represents the purchase of a gift card.,"Type: , Field: isGiftCard",#<GraphQL::Schema::NonNull:0x0000000104cd6c48>
Field,name,The name of the product.,"Type: , Field: name",#<GraphQL::Schema::NonNull:0x0000000104cd67c0>
Field,originalTotal,"The total price (without discounts) of the line item, based on the original unit price of the variant x quantity.
","Type: , Field: originalTotal",#<GraphQL::Schema::NonNull:0x00000001068f67c0>
Field,originalTotalSet,"The total price (without discounts) of the line item, based on the original unit price of the variant x quantity.","Type: , Field: originalTotalSet",#<GraphQL::Schema::NonNull:0x00000001068fcbe8>
Field,originalUnitPrice,The variant price without any discounts applied.,"Type: , Field: originalUnitPrice",#<GraphQL::Schema::NonNull:0x00000001068f67c0>
Field,originalUnitPriceSet,The variant price without any discounts applied.,"Type: , Field: originalUnitPriceSet",#<GraphQL::Schema::NonNull:0x00000001068fcbe8>
Field,product,The product associated with the draft order line item.,"Type: , Field: product",#<Class:0x000000010649f820>
Field,quantity,The number of variant items requested in the draft order.,"Type: , Field: quantity",#<GraphQL::Schema::NonNull:0x0000000104cd5320>
Field,requiresShipping,Whether physical shipping is required for the variant.,"Type: , Field: requiresShipping",#<GraphQL::Schema::NonNull:0x0000000104cd50c8>
Field,sku,The SKU number of the product variant.,"Type: , Field: sku",GraphQL::Types::String
Field,taxable,Whether the variant is taxable.,"Type: , Field: taxable",#<GraphQL::Schema::NonNull:0x0000000104cd4ad8>
Field,title,The title of the product or variant. This field only applies to custom line items.,"Type: , Field: title",#<GraphQL::Schema::NonNull:0x0000000104cd4808>
Field,totalDiscount,The total value of the discount.,"Type: , Field: totalDiscount",#<GraphQL::Schema::NonNull:0x00000001068f67c0>
Field,totalDiscountSet,The total value of the discount.,"Type: , Field: totalDiscountSet",#<GraphQL::Schema::NonNull:0x00000001068fcbe8>
Field,variant,The variant associated with the draft order line item.,"Type: , Field: variant",#<Class:0x000000010651c140>
Field,variantTitle,The name of the variant.,"Type: , Field: variantTitle",GraphQL::Types::String
Field,vendor,The name of the vendor who created the product variant.,"Type: , Field: vendor",GraphQL::Types::String
Field,weight,The weight unit and value for a draft order line item.,"Type: , Field: weight",#<Class:0x000000010673bea8>
Type,,"A line item involved in order editing that may be newly added or have new changes applied.
",Type: ,N/A
Field,calculatedDiscountAllocations,The discounts that have been allocated onto the line item by discount applications.,"Type: , Field: calculatedDiscountAllocations",#<GraphQL::Schema::NonNull:0x0000000104cd2ee0>
Field,customAttributes,A list of attributes that represent custom features or special requests.,"Type: , Field: customAttributes",#<GraphQL::Schema::NonNull:0x0000000104cd2990>
Field,discountAllocations,The discounts that have been allocated onto the line item by discount applications.,"Type: , Field: discountAllocations",#<GraphQL::Schema::NonNull:0x000000010693c658>
Field,discountedUnitPriceSet,"The price of a single quantity of the line item with line item discounts applied, in shop and presentment currencies. Discounts applied to the entire order aren't included in this price.","Type: , Field: discountedUnitPriceSet",#<GraphQL::Schema::NonNull:0x00000001068fcbe8>
Field,editableQuantity,The total number of items that can be edited.,"Type: , Field: editableQuantity",#<GraphQL::Schema::NonNull:0x0000000104cd1ab8>
Field,editableQuantityBeforeChanges,The editable quantity prior to any changes made in the current edit.,"Type: , Field: editableQuantityBeforeChanges",#<GraphQL::Schema::NonNull:0x0000000104cd1770>
Field,editableSubtotalSet,The total price of editable lines in shop and presentment currencies.,"Type: , Field: editableSubtotalSet",#<GraphQL::Schema::NonNull:0x00000001068fcbe8>
Field,hasStagedLineItemDiscount,Whether the calculated line item has a staged discount.,"Type: , Field: hasStagedLineItemDiscount",#<GraphQL::Schema::NonNull:0x0000000104cd0fc8>
Field,id,A globally-unique ID.,"Type: , Field: id",#<GraphQL::Schema::NonNull:0x0000000104cd0b90>
Field,image,The image object associated to the line item's variant.,"Type: , Field: image",#<Class:0x0000000105a52b38>
Field,originalUnitPriceSet,"The variant unit price in shop and presentment currencies, without any discounts applied.","Type: , Field: originalUnitPriceSet",#<GraphQL::Schema::NonNull:0x00000001068fcbe8>
Field,quantity,The total number of items.,"Type: , Field: quantity",#<GraphQL::Schema::NonNull:0x0000000104cd02f8>
Field,restockable,Whether the line item can be restocked or not.,"Type: , Field: restockable",#<GraphQL::Schema::NonNull:0x0000000104cd00a0>
Field,restocking,Whether the changes on the line item will result in a restock.,"Type: , Field: restocking",#<GraphQL::Schema::NonNull:0x0000000104cffda0>
Field,sku,The variant SKU number.,"Type: , Field: sku",GraphQL::Types::String
Field,stagedChanges,A list of changes that affect this line item.,"Type: , Field: stagedChanges",#<GraphQL::Schema::NonNull:0x000000010693c428>
Field,title,The title of the product.,"Type: , Field: title",#<GraphQL::Schema::NonNull:0x0000000104cff418>
Field,uneditableSubtotalSet,The total price of uneditable lines in shop and presentment currencies.,"Type: , Field: uneditableSubtotalSet",#<GraphQL::Schema::NonNull:0x00000001068fcbe8>
Field,variant,"The product variant associated with this line item. The value is null for custom line items and items where
the variant has been deleted.
","Type: , Field: variant",#<Class:0x000000010651c140>
Field,variantTitle,The title of the variant.,"Type: , Field: variantTitle",GraphQL::Types::String
Type,,"An auto-generated type for paginating through multiple CalculatedLineItems.
",Type: ,N/A
Field,edges,A list of edges.,"Type: , Field: edges",#<GraphQL::Schema::NonNull:0x000000010693c298>
Field,nodes,A list of the nodes contained in CalculatedLineItemEdge.,"Type: , Field: nodes",#<GraphQL::Schema::NonNull:0x0000000104cfe180>
Field,pageInfo,Information to aid in pagination.,"Type: , Field: pageInfo",#<GraphQL::Schema::NonNull:0x00000001068f6888>
Type,,"An auto-generated type which holds one CalculatedLineItem and a cursor during pagination.
",Type: ,N/A
Field,cursor,A cursor for use in pagination.,"Type: , Field: cursor",#<GraphQL::Schema::NonNull:0x0000000104cfd960>
Field,node,The item at the end of CalculatedLineItemEdge.,"Type: , Field: node",#<GraphQL::Schema::NonNull:0x0000000104cfd5a0>
Type,,"Represents a discount that was manually created for an order that is being edited.
",Type: ,N/A
Field,allocationMethod,The method by which the discount's value is allocated to its entitled items.,"Type: , Field: allocationMethod",#<GraphQL::Schema::NonNull:0x00000001068f0f00>
Field,appliedTo,The level at which the discount was applied.,"Type: , Field: appliedTo",#<GraphQL::Schema::NonNull:0x000000010693e1b0>
Field,description,The description of discount application. Indicates the reason why the discount was applied.,"Type: , Field: description",GraphQL::Types::String
Field,id,A globally-unique ID.,"Type: , Field: id",#<GraphQL::Schema::NonNull:0x0000000104cfc3d0>
Field,targetSelection,How the discount amount is distributed on the discounted lines.,"Type: , Field: targetSelection",#<GraphQL::Schema::NonNull:0x00000001068f0e38>
Field,targetType,Whether the discount is applied on line items or shipping lines.,"Type: , Field: targetType",#<GraphQL::Schema::NonNull:0x00000001068f5fa0>
Field,value,The value of the discount application.,"Type: , Field: value",#<GraphQL::Schema::NonNull:0x00000001068f0d20>
Type,,"An order with edits applied but not saved.
",Type: ,N/A
Field,addedDiscountApplications,"Returns only the new discount applications being added to the order in the current edit.
","Type: , Field: addedDiscountApplications",#<GraphQL::Schema::NonNull:0x0000000104cfb458>
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: addedDiscountApplications, Argument: first",GraphQL::Types::Int
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: addedDiscountApplications, Argument: after",GraphQL::Types::String
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: addedDiscountApplications, Argument: last",GraphQL::Types::Int
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: addedDiscountApplications, Argument: before",GraphQL::Types::String
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: addedDiscountApplications, Argument: reverse",GraphQL::Types::Boolean
Field,addedLineItems,"Returns only the new line items being added to the order during the current edit.
","Type: , Field: addedLineItems",#<GraphQL::Schema::NonNull:0x0000000104cf9f90>
Argument,first,Returns up to the first `n` elements from the list.,"Type: , Field: addedLineItems, Argument: first",GraphQL::Types::Int
Argument,after,Returns the elements that come after the specified cursor.,"Type: , Field: addedLineItems, Argument: after",GraphQL::Types::String
Argument,last,Returns up to the last `n` elements from the list.,"Type: , Field: addedLineItems, Argument: last",GraphQL::Types::Int
Argument,before,Returns the elements that come before the specified cursor.,"Type: , Field: addedLineItems, Argument: before",GraphQL::Types::String
Argument,reverse,Reverse the order of the underlying list.,"Type: , Field: addedLineItems, Argument: reverse",GraphQL::Types::Boolean
Field,cartDiscountAmountSet,Amount of the order-level discount (does not contain any line item discounts) in shop and presentment currencies.,"Type: , Field: cartDiscountAmountSet",#<Class:0x00000001061fc0a0>
Field,committed,Whether the changes have been applied and saved to the order.,"Type: , Field: committed",#<GraphQL::Schema::NonNull:0x0000000104cf8820>
Field,id,A globally-unique ID.,"Type: , Field: id",#<GraphQL::Schema::NonNull:0x0000000104cf8550>
Field,lineItems,"Returns all items on the order that existed before starting the edit.
Will include any changes that have been made.
Will not include line items added during the current edit.
","Type: , Field: lineItems",#<GraphQL::Schema::NonNull:0x0000000104cf82f8>
